bank,card,activated,cashbackAmount,cashbackFixed,category,description,estValue,expiration,id,lastUpdated,logo,maxRedemptions,merchantName,merchantWebsite,minSpend,redeemLink,redeemed,type,attemptedRedeem,cashbackPercent,maxCashback,redeemLocation,redeemLocationLat,redeemLocationLon,cashbackPoints
American Express,AMEX Business Credit Card,TRUE,"Spend $750 or more, earn $150 back",150,Travel / Lodging,"<section class=""offer-details display-block pad offer-details-v"" id=""details-=tn~S""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-10"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn a one time $150 statement credit after using your enrolled eligible Card to spend a minimum of $750 in one or more purchases on room rate and room charges at participating AKA properties in the US from 2/3/2025 to 8/3/2025. Book at <a href=""http://stayaka.com"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">stayaka.com</a>. See terms.</span></p></div></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p>Enrollment is limited. Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards are eligible.</p><p>Limit of 1 statement credit per eligible Card Member account. If the Card Account is canceled or past due, it may not qualify to receive a statement credit.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid only at participating AKA properties in the US. Reservations must be made online at <a href=""https://stayaka.com"" class=""linkified"" target=""_blank"">stayaka.com</a>. Excludes AVE properties and AKA Marylebone. Excludes access-aka-membership fee and purchases from <a href=""https://apresaka.com"" class=""linkified"" target=""_blank"">apresaka.com</a>. Offer only valid on room rate and room charges. Offer not valid for lodging stays that are paid for before the promotion start date or after the promotion end date. Offer valid only on purchases made in US dollars.</p><p>Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Statement Credit</strong></p><p>Please allow 90-days after 8/3/2025 for the statement credit(s) to be posted to the Account, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>POID: K9H7:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",0,8/3/25,offer-=tn~S,2025-05-09T03:12:24.510Z,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7wKcEAI,,AKA - Hotels & Hotel Residences,https://stayaka.com,$750 ,,FALSE,cashback,,,,,,,
American Express,AMEX Business Credit Card,TRUE,"Spend $500 or more, earn $100 back",100,Other,"<section class=""offer-details display-block pad offer-details-v"" id=""details-5f}(oC""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-10"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn a one-time $100 statement credit after using your enrolled eligible Card to spend a minimum of $500 in one or more purchases online at <a href=""http://boatsetter.com"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">boatsetter.com</a> by 8/4/2025. See terms.</span></p></div></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p>Enrollment is limited. Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards are eligible.</p><p>Limit of 1 statement credit per eligible Card Member account. If the Card Account is canceled or past due, it may not qualify to receive a statement credit.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid online at US website <a href=""https://boatsetter.com"" class=""linkified"" target=""_blank"">boatsetter.com</a> only.  Offer valid only on purchases made in US dollars.</p><p>Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Statement Credit</strong></p><p>Please allow 90-days after 8/4/2025 for the statement credit(s) to be posted to the Account, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>POID: K9H8:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",0,8/4/25,offer-5f}(oC,1.74676E+12,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7wtmEAA,,Boatsetter – Boat Rentals and Yacht Charters,https://boatsetter.com,$500 ,,FALSE,cashback,,,,,,,
American Express,AMEX Business Credit Card,TRUE,"Earn +2 Membership Rewards® points per eligible dollar spent, up to 5,000 points",,Food / Dining,"<section class=""offer-details display-block pad offer-details-v"" id=""details-264-V""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-6"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn 2 additional Membership Rewards® points for each dollar spent on qualifying purchases made using your enrolled eligible Card in-restaurant or by phone at Yard House, through the merchant app, or online at <a href=""http://YardHouse.com"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">YardHouse.com</a> by 8/7/2025. Limit of 5,000 Membership Rewards points. See terms.</span></p></div></section><section class=""col-md-6 col-xs-12"" id=""offer-264-V-additionalDetails""><section class=""pad-lr border-sm-t pad-t-sm-down margin-t-sm-down""><div><h3 class=""pad-1-b legal-2-v""><span>Locations Nearby</span></h3><ul class=""list-links""><li class=""location""><a href=""https://maps.google.com?q=2525 EL CAMINO RD,SUITE 210, CARLSBAD, CALIFORNIA 92008, UNITED STATES"" class=""text-uppercase margin-0-b body-2-v css-mr20zp"" element=""ANALYTICS_STATIC_LOCATION_CLICK"" title=""Open in Maps"" aria-label=""Select to open Merchant nearby location to a new Window"" target=""_blank"" rel=""noopener noreferrer""><span>2525 EL CAMINO RD,SUITE 210, CARLSBAD, CALIFORNIA 92008, UNITED STATES</span></a></li><li class=""location""><a href=""https://maps.google.com?q=300 SANTANA ROW SUITE 101, SAN JOSE, CALIFORNIA 95128, UNITED STATES"" class=""text-uppercase margin-0-b body-2-v css-mr20zp"" element=""ANALYTICS_STATIC_LOCATION_CLICK"" title=""Open in Maps"" aria-label=""Select to open Merchant nearby location to a new Window"" target=""_blank"" rel=""noopener noreferrer""><span>300 SANTANA ROW SUITE 101, SAN JOSE, CALIFORNIA 95128, UNITED STATES</span></a></li><li class=""location""><a href=""https://maps.google.com?q=90 EL CAMINO, FRESNO, CA 93720, UNITED STATES"" class=""text-uppercase margin-0-b body-2-v css-mr20zp"" element=""ANALYTICS_STATIC_LOCATION_CLICK"" title=""Open in Maps"" aria-label=""Select to open Merchant nearby location to a new Window"" target=""_blank"" rel=""noopener noreferrer""><span>90 EL CAMINO, FRESNO, CA 93720, UNITED STATES</span></a></li></ul></div><a href=""https://www.yardhouse.com"" class=""margin-1-t display-block body-2-v css-mr20zp"" aria-label="" Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"" title=""View Merchant Website"" tabindex=""0""><span><span>View Merchant Website</span></span></a></section></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p> Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards that are enrolled in the Membership Rewards® program at the time of purchase are eligible.</p><p>Limit of 5,000 additional Membership Rewards® points per eligible Card Member. If the Card Account is canceled or past due, it may not qualify to receive the additional Membership Rewards® points.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid for purchases made online at <a href=""https://yardhouse.com"" class=""linkified"" target=""_blank"">yardhouse.com</a>, in-restaurant, through the merchant's mobile app or phone. Excludes orders placed through third party delivery services, gift cards and e-gift cards purchased online, and bulk gift card orders. Must be 21 years or older to consume alcohol. Please drink responsibly.  Offer valid only on purchases made in US dollars.</p><p>Eligible Card Members will earn 2 additional Membership Rewards® points for each dollar spent, up to 5,000 points, on qualifying purchases on their eligible Card. Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Membership Rewards® Points</strong></p><p>Any Membership Rewards® points received through this offer are in addition to the Membership Rewards® points normally received for purchases charged to your Card.</p><p>Additional Membership Rewards® points should be credited to your program account within 90-days after 8/7/2025, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>Bonus ID: B8T5 POID: K9UF:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",0,8/7/25,offer-264-V,1.74676E+12,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001cJIkHEAW,,Yard House,https://YardHouse.com,,,FALSE,points,,,,,,,2
American Express,AMEX Business Credit Card,TRUE,"Spend $50 or more, earn $10 back",10,Other,"<section class=""offer-details display-block pad offer-details-v"" id=""details-Dk|C'N""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-10"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn a one-time $10 statement credit after using your enrolled eligible Card to spend a minimum of $50 in one or more purchases online at <a href=""http://redken.com"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">redken.com</a> by 8/17/2025. See terms.</span></p></div></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p>Enrollment is limited. Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards are eligible.</p><p>Limit of 1 statement credit per eligible Card Member account. If the Card Account is canceled or past due, it may not qualify to receive a statement credit.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid online only at US website <a href=""https://redken.com"" class=""linkified"" target=""_blank"">redken.com</a>. Not valid on purchases shipped outside of the US. See merchant website for shipping policy. Some merchants may not ship to all areas.  Offer valid only on purchases made in US dollars.</p><p>Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Statement Credit</strong></p><p>Please allow 90-days after 8/17/2025 for the statement credit(s) to be posted to the Account, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>POID: K9OK:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",10,8/17/25,offer-Dk|C'N,1.74676E+12,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001cJ0YGEA0,,Redken.com,https://redken.com,$50 ,,FALSE,cashback,,,,,,,
American Express,AMEX Business Credit Card,TRUE,"Spend $75 or more, earn $20 back",20,Retail,"<section class=""offer-details display-block pad offer-details-v"" id=""details-*#+6rs""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-10"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn a one-time $20 statement credit after using your enrolled eligible Card to spend a minimum of $75 in one or more purchases online at <a href=""http://tommyjohn.com"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">tommyjohn.com</a> by 8/31/2025. See terms.</span></p></div></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p>Enrollment is limited. Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards are eligible.</p><p>Limit of 1 statement credit per eligible Card Member account. If the Card Account is canceled or past due, it may not qualify to receive a statement credit.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid online only at US website <a href=""https://tommyjohn.com"" class=""linkified"" target=""_blank"">tommyjohn.com</a>. Excludes wholesale transactions, Afterpay Financing and authorized retailers. See merchant website for shipping policy. Some merchants may not ship to all areas.  Offer valid only on purchases made in US dollars.</p><p>Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Statement Credit</strong></p><p>Please allow 90-days after 8/31/2025 for the statement credit(s) to be posted to the Account, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>POID: K9U5:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",20,8/31/25,offer-*#+6rs,1.74676E+12,https://www.aexp-static.com/amexoffers/images/logos/00PKi000003DfKwMAK,,"tommyjohn.com - Underwear, Sleep and Loungewear",https://tommyjohn.com,$75 ,,FALSE,cashback,,,,,,,
American Express,AMEX Business Credit Card,TRUE,"Spend $1,000 or more, earn $250 back",250,Retail,"<section class=""offer-details display-block pad offer-details-v"" id=""details-|0euH>:b+""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-6"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn a one-time $250 statement credit after using your enrolled eligible Card to spend a minimum of $1,000 in one or more purchases in-store at The Shade Store or online at <a href=""http://theshadestore.com"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">theshadestore.com</a> by 8/31/2025. See terms.</span></p></div></section><section class=""col-md-6 col-xs-12"" id=""offer-|0euH>:b+-additionalDetails""><section class=""pad-lr border-sm-t pad-t-sm-down margin-t-sm-down""><a href=""https://www.theshadestore.com/showrooms"" class=""margin-1-t display-block body-2-v css-mr20zp"" aria-label="" Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"" title=""View Merchant Website"" tabindex=""0""><span><span>View Merchant Website</span></span></a></section></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p>Enrollment is limited. Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards are eligible.</p><p>Limit of 1 statement credit per eligible Card Member account. If the Card Account is canceled or past due, it may not qualify to receive a statement credit.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid in-store and online at US website <a href=""https://theshadestore.com"" class=""linkified"" target=""_blank"">theshadestore.com</a>. Valid at participating locations in US. See merchant website for shipping policy. Some merchants may not ship to all areas.  Offer valid only on purchases made in US dollars.</p><p>Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Statement Credit</strong></p><p>Please allow 90-days after 8/31/2025 for the statement credit(s) to be posted to the Account, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>POID: K9YM:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",0,8/31/25,offer-|0euH>:b+,1.74676E+12,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001Ovl6TEAR,,The Shade Store,https://theshadestore.com,"$1,000 ",,FALSE,cashback,,,,,,,
American Express,AMEX Business Credit Card,TRUE,"Spend $500 or more, earn $100 back",100,Retail,"<section class=""offer-details display-block pad offer-details-v"" id=""details-|4\^4""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-10"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn a one-time $100 statement credit after using your enrolled eligible Card to spend a minimum of $500 in one or more purchases in-store at What Goes Around Comes Around or online at <a href=""http://whatgoesaroundnyc.com"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">whatgoesaroundnyc.com</a> by 8/31/2025. See terms.</span></p></div></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p>Enrollment is limited. Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards are eligible.</p><p>Limit of 1 statement credit per eligible Card Member account. If the Card Account is canceled or past due, it may not qualify to receive a statement credit.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid in-store and online at US website <a href=""https://whatgoesaroundnyc.com"" class=""linkified"" target=""_blank"">whatgoesaroundnyc.com</a>.  Valid at participating locations in the US. Not valid on purchases shipped outside the US. Excludes ShopNow PayLater.  Offer valid only on purchases made in US dollars.</p><p>Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Statement Credit</strong></p><p>Please allow 90-days after 8/31/2025 for the statement credit(s) to be posted to the Account, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>POID: K9WV:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",0,8/31/25,offer-|4\^4,1.74676E+12,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l87Q1EAI,,What Goes Around Comes Around,https://whatgoesaroundnyc.com,$500 ,,FALSE,cashback,,,,,,,
American Express,AMEX Business Credit Card,TRUE,"Spend $125 or more, earn 4,000 Membership Rewards® points",,Retail,"<section class=""offer-details display-block pad offer-details-v"" id=""details-E9~i4rG^+""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-10"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn 4,000 additional Membership Rewards® points one-time after using your enrolled eligible Card to spend a minimum of $125 in one or more purchases online at <a href=""http://dior.com/en_us/beauty"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">dior.com/en_us/beauty</a> by 8/31/2025. Valid only at Dior Beauty. See terms.</span></p></div></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p>Enrollment is limited. Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards that are enrolled in the Membership Rewards® program at the time of purchase are eligible.</p><p> Limit of 4,000 additional Membership Rewards® points per eligible Card Member. If the Card Account is canceled or past due, it may not qualify to receive the additional Membership Rewards® points.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid for Dior Beauty online only at US website <a href=""https://dior.com/en_us/beauty"" class=""linkified"" target=""_blank"">dior.com/en_us/beauty</a>. Excludes Dior Couture. Excludes authorized retailers and resellers. Not valid on purchases shipped outside of the US.  Offer valid only on purchases made in US dollars.</p><p>Eligible Card Members will earn 4,000 additional Membership Rewards® points on qualifying purchases on their eligible Card. Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Membership Rewards® Points</strong></p><p>Any Membership Rewards® points received through this offer are in addition to the Membership Rewards® points normally received for purchases charged to your Card.</p><p>Additional Membership Rewards® points should be credited to your program account within 90-days after 8/31/2025, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>Bonus ID: B8TJ POID: K9XO:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",0,8/31/25,offer-E9~i4rG^+,1.74676E+12,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001kIW92EAG,,Dior Beauty,https://dior.com/en_us/beauty,$125 ,,FALSE,points,,,,,,,"4,000"
American Express,AMEX Business Credit Card,TRUE,"Spend $100 or more, earn $30",30,Food / Dining,"<section class=""offer-details display-block pad offer-details-v"" id=""details-_xy18""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-10"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn a one-time $30 statement credit after using your enrolled eligible Card to make a single purchase of $100 or more online at <a href=""http://wtso.com"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">wtso.com</a> by 8/31/2025. See terms.</span></p></div></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p>Enrollment is limited. Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards are eligible.</p><p>Limit of 1 statement credit per eligible Card Member account. If the Card Account is canceled or past due, it may not qualify to receive a statement credit.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid online only at US website <a href=""https://wtso.com"" class=""linkified"" target=""_blank"">wtso.com</a>. See merchant website for shipping policy. Some merchants may not ship to all areas. Must be 21 years or older to consume alcohol. Please drink responsibly.  Offer valid only on purchases made in US dollars.</p><p>Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Statement Credit</strong></p><p>Please allow 90-days after 8/31/2025 for the statement credit(s) to be posted to the Account, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>POID: K9QK:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",0,8/31/25,offer-_xy18,1.74676E+12,https://www.aexp-static.com/amexoffers/images/logos/00P5b00001l7IroEAE,,Wines 'Til Sold Out,https://wtso.com,$100 ,,FALSE,cashback,,,,,,,
American Express,AMEX Business Credit Card,TRUE,"Spend $275 or more, earn $60 back, up to 2 times (total of $120).",60,Retail,"<section class=""offer-details display-block pad offer-details-v"" id=""details-#:8b=""><div class=""dls-gray-01-bg rounded-sm overflow-hidden border""><div><section class=""row pad-tb""><section class=""col-xs-12 col-md-6"" id=""detailsContainer""><div class=""pad-lr""><h3 class=""pad-1-b legal-2-v""><span>Details</span></h3><p class=""_lsmSection_c99ob_5 body-1-v""><span class=""Linkify"">Earn a $60 statement credit after using your enrolled eligible Card to make a single purchase of $275 or more in-store at Porsche Design or online at <a href=""http://shop.porsche.com/us/en-US"" aria-label=""Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"">shop.porsche.com/us/en-US</a> by 9/1/2025. Limit of 2 statement credits (total of $120). See terms.</span></p></div></section><section class=""col-md-6 col-xs-12"" id=""offer-#:8b=-additionalDetails""><section class=""pad-lr border-sm-t pad-t-sm-down margin-t-sm-down""><a href=""http://www.porsche-design.com/us/en/storelocator/"" class=""margin-1-t display-block body-2-v css-mr20zp"" aria-label="" Select to open Merchant Website to a new Window"" target=""_blank"" rel=""noopener noreferrer"" title=""View Merchant Website"" tabindex=""0""><span><span>View Merchant Website</span></span></a></section></section></section></div><div><hr class=""card-separator""><section class=""dls-gray-01-bg pad-responsive ""><h3 class=""legal-2-v""><span>Offer Terms</span></h3><p class=""no-margin-bottom _lsmSection_c99ob_5""></p><div><p><strong>Eligibility and Enrollment</strong></p><p> Eligible Card Members must first add offer to Card and then use same Card for qualifying spend. Only US-issued American Express® Cards are eligible.</p><p>Limit of 2 statement credits (total of $120 back) per eligible Card Member. If the Card Account is canceled or past due, it may not qualify to receive the statement credits.</p><p><strong>Qualifying Purchases</strong></p><p>Offer valid in-store at Porsche Design, Porsche Design outlets and online only at US website <a href=""https://shop.porsche.com/us/en-US"" class=""linkified"" target=""_blank"">shop.porsche.com/us/en-US</a>. Valid at participating locations in the US. Not valid on purchases shipped outside of the US. See merchant website for shipping policy. Some merchants may not ship to all areas. Excludes Porsche Experience Centers and curbside pickup transactions.  Offer valid only on purchases made in US dollars.</p><p>Offer only valid on purchases made directly with the merchant. Offer not valid on purchases made using third parties, such as resellers, delivery services, or other intermediaries.</p><p><strong>Statement Credit</strong></p><p>Please allow 90-days after 9/1/2025 for the statement credit(s) to be posted to the Account, provided that American Express receives information from the merchant about your qualifying purchase.</p><p>Participation in Amex Offers is subject to <a href=""https://www.americanexpress.com/en-us/benefits/offers/partner-terms/"" target=""_blank""> Amex Offers Program Terms.</a></p><p>POID: K9LR:0001</p></div><p></p></section><hr class=""card-separator""></div></div></section>",120,9/1/25,offer-#:8b=,1.74676E+12,https://www.aexp-static.com/amexoffers/images/logos/00P5b00000yAXIZEA4,2,Porsche Design,https://shop.porsche.com/us/en-US,$275 ,,FALSE,cashback,,,,,,,
